frame,joint_name,x,y
302,knee,354,299
302,handle,330,818
303,head,302,19
303,shoulder,384,187
303,hip,354,299
303,knee,354,299
303,handle,329,816
304,head,302,19
304,shoulder,385,188
304,hip,354,299
304,knee,354,299
304,handle,329,814
305,head,302,19
305,shoulder,387,189
305,hip,354,300
305,knee,354,300
305,handle,329,811
306,head,302,19
306,shoulder,389,190
306,hip,354,300
306,knee,354,300
306,handle,330,809
307,head,302,19
307,shoulder,390,191
307,hip,355,301
307,knee,355,301
307,handle,330,807
308,head,302,19
308,shoulder,391,191
308,hip,356,304
308,knee,356,304
308,handle,329,805
309,head,302,19
309,shoulder,391,191
309,hip,358,307
309,knee,358,307
309,handle,327,804
310,head,302,19
310,shoulder,391,191
310,hip,359,310
310,knee,359,310
310,handle,325,803
311,head,302,19
311,shoulder,391,191
311,hip,360,313
311,knee,360,313
311,handle,323,802
312,head,302,19
312,shoulder,392,192
312,hip,362,317
312,knee,362,317
312,handle,321,802
313,head,302,19
313,shoulder,392,192
313,hip,361,320
313,knee,361,320
313,handle,321,803
314,head,302,19
314,shoulder,392,192
314,hip,360,323
314,knee,360,323
314,handle,322,804
315,head,302,19
315,shoulder,392,192
315,hip,359,326
315,knee,359,326
315,handle,322,806
316,head,302,19
316,shoulder,392,192
316,hip,357,329
316,knee,357,329
316,handle,323,807
317,head,302,19
317,shoulder,392,193
317,hip,356,333
317,knee,356,333
317,handle,323,809
318,head,302,19
318,shoulder,392,193
318,hip,357,330
318,knee,357,330
318,handle,323,811
319,head,302,19
319,shoulder,392,193
319,hip,358,327
319,knee,358,327
319,handle,323,813
320,head,301,19
320,shoulder,392,193
320,hip,359,324
320,knee,359,324
320,handle,323,815
321,head,301,19
321,shoulder,392,193
321,hip,360,321
321,knee,360,321
321,handle,323,818
322,head,301,18
322,shoulder,392,194
322,hip,361,318
322,knee,361,318
322,handle,323,820
323,head,300,18
323,shoulder,392,194
323,hip,359,316
323,knee,359,316
323,handle,322,818
324,head,300,18
324,shoulder,392,194
324,hip,358,313
324,knee,358,313
324,handle,321,816
325,head,300,18
325,shoulder,393,195
325,hip,358,310
325,knee,358,310
325,handle,320,814
326,head,300,18
326,shoulder,393,195
326,hip,357,307
326,knee,357,307
326,handle,318,812
327,head,300,18
327,shoulder,393,196
327,hip,357,304
327,knee,357,304
327,handle,317,810
328,head,300,18
328,shoulder,394,196
328,hip,358,307
328,knee,358,307
328,handle,317,812
329,head,299,18
329,shoulder,394,196
329,hip,359,310
329,knee,359,310
329,handle,318,815
330,head,299,18
330,shoulder,394,196
330,hip,360,313
330,knee,360,313
330,handle,318,817
331,head,299,17
331,shoulder,394,196
331,hip,361,316
331,knee,361,316
331,handle,319,819
332,head,299,17
332,shoulder,394,196
332,hip,362,319
332,knee,362,319
332,handle,320,822
333,head,299,17
333,shoulder,394,196
333,hip,361,316
333,knee,361,316
333,handle,321,822
334,head,299,17
334,shoulder,394,196
334,hip,360,313
334,knee,360,313
334,handle,321,822
335,head,299,17
335,shoulder,395,196
335,hip,359,310
335,knee,359,310
335,handle,322,822
336,head,299,17
336,shoulder,388,197
336,hip,358,307
336,knee,358,307
336,handle,322,822
337,head,299,17
337,shoulder,382,186
337,hip,358,304
337,knee,358,304
337,handle,322,822
338,head,299,17
338,shoulder,375,176
338,hip,355,308
338,knee,355,308
338,handle,323,822
339,head,299,17
339,shoulder,367,165
339,hip,346,314
339,knee,346,314
339,handle,324,821
340,head,299,16
340,shoulder,360,155
340,hip,333,322
340,knee,333,322
340,handle,325,820
341,head,299,16
341,shoulder,360,144
341,hip,316,331
341,knee,316,331
341,handle,326,819
342,head,299,16
342,shoulder,359,144
342,hip,294,340
342,knee,294,340
342,handle,327,818
343,head,298,16
343,shoulder,359,144
343,hip,273,378
343,knee,273,378
343,handle,327,819
344,head,298,16
344,shoulder,359,144
344,hip,256,414
344,knee,256,414
344,handle,327,819
345,head,298,16
345,shoulder,359,144
345,hip,243,449
345,knee,243,449
345,handle,326,820
346,head,297,17
346,shoulder,359,143
346,hip,236,481
346,knee,236,481
346,handle,326,820
347,head,297,18
347,shoulder,359,143
347,hip,235,515
347,knee,235,515
347,handle,326,821
348,head,297,19
348,shoulder,359,142
348,hip,238,519
348,knee,238,519
348,handle,326,820
349,head,297,19
349,shoulder,359,142
349,hip,250,524
349,knee,250,524
349,handle,326,820
350,head,297,19
350,shoulder,359,142
350,hip,268,527
350,knee,268,527
350,handle,325,820
351,head,296,19
351,shoulder,359,142
351,hip,291,528
351,knee,291,528
351,handle,324,820
352,head,296,17
352,shoulder,359,142
352,hip,320,527
352,knee,320,527
352,handle,324,820
353,head,296,16
353,shoulder,359,142
353,hip,337,515
353,knee,337,515
353,handle,324,818
354,head,296,15
354,shoulder,360,142
354,hip,349,509
354,knee,349,509
354,handle,324,815
355,head,295,13
355,shoulder,360,141
355,hip,354,504
355,knee,354,504
355,handle,324,813
356,head,295,12
356,shoulder,360,141
356,hip,352,500
356,knee,352,500
356,handle,323,810
357,head,295,11
357,shoulder,360,141
357,hip,342,498
357,knee,342,498
357,handle,323,808
358,head,294,11
358,shoulder,360,140
358,hip,345,505
358,knee,345,505
358,handle,322,809
359,head,294,11
359,shoulder,360,139
359,hip,348,507
359,knee,348,507
359,handle,321,811
360,head,293,11
360,shoulder,359,139
360,hip,351,509
360,knee,351,509
360,handle,320,812
361,head,293,11
361,shoulder,359,138
361,hip,353,511
361,knee,353,511
361,handle,320,814
362,head,292,12
362,shoulder,359,138
362,hip,356,513
362,knee,356,513
362,handle,318,816
363,head,292,13
363,shoulder,358,137
363,hip,357,512
363,knee,357,512
363,handle,318,814
364,head,291,13
364,shoulder,358,136
364,hip,358,511
364,knee,358,511
364,handle,318,813
365,head,291,14
365,shoulder,358,136
365,hip,359,510
365,knee,359,510
365,handle,318,811
366,head,291,14
366,shoulder,358,135
366,hip,360,509
366,knee,360,509
366,handle,317,810
367,head,291,13
367,shoulder,358,135
367,hip,361,509
367,knee,361,509
367,handle,317,809
368,head,291,12
368,shoulder,358,134
368,hip,360,508
368,knee,360,508
368,handle,316,809
369,head,291,11
369,shoulder,358,133
369,hip,359,508
369,knee,359,508
369,handle,316,809
370,head,290,10
370,shoulder,358,132
370,hip,358,507
370,knee,358,507
370,handle,315,810
371,head,290,9
371,shoulder,358,131
371,hip,357,507
371,knee,357,507
371,handle,315,810
372,head,289,10
372,shoulder,358,131
372,hip,357,507
372,knee,357,507
372,handle,315,811
373,head,289,11
373,shoulder,357,130
373,hip,356,506
373,knee,356,506
373,handle,315,808
374,head,288,12
374,shoulder,357,130
374,hip,356,505
374,knee,356,505
374,handle,315,806
375,head,287,13
375,shoulder,356,129
375,hip,356,505
375,knee,356,505
375,handle,315,803
376,head,284,13
376,shoulder,356,129
376,hip,356,504
376,knee,356,504
376,handle,316,801
377,head,282,14
377,shoulder,356,129
377,hip,356,504
377,knee,356,504
377,handle,316,799
378,head,279,14
378,shoulder,355,129
378,hip,353,505
378,knee,353,505
378,handle,316,801
379,head,277,15
379,shoulder,355,128
379,hip,350,505
379,knee,350,505
379,handle,316,804
380,head,275,15
380,shoulder,355,128
380,hip,347,506
380,knee,347,506
380,handle,316,806
381,head,275,16
381,shoulder,355,128
381,hip,344,506
381,knee,344,506
381,handle,316,809
382,head,275,17
382,shoulder,355,128
382,hip,341,506
382,knee,341,506
382,handle,316,811
383,head,275,17
383,shoulder,354,128
383,hip,343,505
383,knee,343,505
383,handle,316,811
384,head,275,17
384,shoulder,354,128
384,hip,346,505
384,knee,346,505
384,handle,315,811
385,head,275,17
385,shoulder,353,128
385,hip,349,505
385,knee,349,505
385,handle,315,810
386,head,275,17
386,shoulder,353,128
386,hip,351,505
386,knee,351,505
386,handle,314,810
387,head,275,18
387,shoulder,353,128
387,hip,354,505
387,knee,354,505
387,handle,314,810
388,head,275,18
388,shoulder,353,128
388,hip,354,505
388,knee,354,505
388,handle,314,806
389,head,275,18
389,shoulder,353,127
389,hip,353,505
389,knee,353,505
389,handle,314,803
390,head,275,18
390,shoulder,353,127
390,hip,353,505
390,knee,353,505
390,handle,314,800
391,head,275,18
391,shoulder,353,127
391,hip,353,505
391,knee,353,505
391,handle,314,797
392,head,275,19
392,shoulder,353,127
392,hip,353,505
392,knee,353,505
392,handle,314,794
393,head,275,19
393,shoulder,353,125
393,hip,353,515
393,knee,353,515
393,handle,314,797
394,head,275,19
394,shoulder,353,124
394,hip,350,531
394,knee,350,531
394,handle,314,800
395,head,275,19
395,shoulder,353,123
395,hip,344,547
395,knee,344,547
395,handle,315,803
396,head,275,19
396,shoulder,353,122
396,hip,337,566
396,knee,337,566
396,handle,315,807
397,head,275,19
397,shoulder,353,121
397,hip,327,588
397,knee,327,588
397,handle,316,810
398,head,275,19
398,shoulder,353,122
398,hip,310,598
398,knee,310,598
398,handle,316,808
399,head,275,19
399,shoulder,352,124
399,hip,292,603
399,knee,292,603
399,handle,315,806
400,head,275,19
400,shoulder,352,125
400,hip,276,609
400,knee,276,609
400,handle,316,804
401,head,275,19
401,shoulder,352,126
401,hip,261,612
401,knee,261,612
401,handle,317,802
402,head,275,19
402,shoulder,352,127
402,hip,250,612
402,knee,250,612
402,handle,316,800
403,head,275,19
403,shoulder,352,127
403,hip,246,611
403,knee,246,611
403,handle,315,796
404,head,275,19
404,shoulder,352,127
404,hip,247,609
404,knee,247,609
404,handle,315,792
405,head,275,19
405,shoulder,351,128
405,hip,249,606
405,knee,249,606
405,handle,313,788
406,head,275,19
406,shoulder,351,128
406,hip,251,603
406,knee,251,603
406,handle,311,784
407,head,275,19
407,shoulder,351,128
407,hip,253,601
407,knee,253,601
407,handle,311,780
408,head,275,19
408,shoulder,351,128
408,hip,252,604
408,knee,252,604
408,handle,311,783
409,head,275,19
409,shoulder,351,128
409,hip,249,607
409,knee,249,607
409,handle,311,786
410,head,275,19
410,shoulder,351,128
410,hip,247,610
410,knee,247,610
410,handle,311,789
411,head,275,19
411,shoulder,351,128
411,hip,244,613
411,knee,244,613
411,handle,311,791
412,head,275,19
412,shoulder,351,128
412,hip,242,616
412,knee,242,616
412,handle,311,794
413,head,275,19
413,shoulder,350,127
413,hip,241,616
413,knee,241,616
413,handle,311,796
414,head,275,19
414,shoulder,350,127
414,hip,239,616
414,knee,239,616
414,handle,311,798
415,head,275,19
415,shoulder,350,126
415,hip,238,617
415,knee,238,617
415,handle,310,801
416,head,275,19
416,shoulder,350,126
416,hip,237,617
416,knee,237,617
416,handle,309,803
417,head,275,19
417,shoulder,350,126
417,hip,236,617
417,knee,236,617
417,handle,307,806
418,head,275,19
418,shoulder,349,125
418,hip,235,617
418,knee,235,617
418,handle,308,803
419,head,275,19
419,shoulder,349,125
419,hip,235,617
419,knee,235,617
419,handle,309,800
420,head,275,19
420,shoulder,349,125
420,hip,234,617
420,knee,234,617
420,handle,311,797
421,head,275,19
421,shoulder,349,125
421,hip,233,617
421,knee,233,617
421,handle,313,794
422,head,275,19
422,shoulder,349,125
422,hip,233,617
422,knee,233,617
422,handle,315,792
423,head,275,19
423,shoulder,348,124
423,hip,233,616
423,knee,233,616
423,handle,314,794
424,head,275,19
424,shoulder,347,124
424,hip,234,614
424,knee,234,614
424,handle,314,797
425,head,275,19
425,shoulder,347,124
425,hip,234,613
425,knee,234,613
425,handle,313,799
426,head,275,19
426,shoulder,346,124
426,hip,235,612
426,knee,235,612
426,handle,312,802
427,head,275,19
427,shoulder,346,124
427,hip,235,611
427,knee,235,611
427,handle,312,804
428,head,275,19
428,shoulder,345,123
428,hip,234,613
428,knee,234,613
428,handle,310,805
429,head,275,18
429,shoulder,345,123
429,hip,232,615
429,knee,232,615
429,handle,308,806
430,head,274,18
430,shoulder,344,124
430,hip,231,617
430,knee,231,617
430,handle,306,806
431,head,274,17
431,shoulder,344,124
431,hip,230,619
431,knee,230,619
431,handle,305,807
432,head,274,17
432,shoulder,344,124
432,hip,229,622
432,knee,229,622
432,handle,303,807
433,head,274,16
433,shoulder,343,124
433,hip,232,617
433,knee,232,617
433,handle,303,807
434,head,273,16
434,shoulder,343,124
434,hip,234,613
434,knee,234,613
434,handle,302,806
435,head,273,16
435,shoulder,343,123
435,hip,236,609
435,knee,236,609
435,handle,302,806
436,head,273,16
436,shoulder,343,123
436,hip,238,605
436,knee,238,605
436,handle,301,805
437,head,272,16
437,shoulder,343,122
437,hip,240,600
437,knee,240,600
437,handle,300,805
438,head,272,16
438,shoulder,342,122
438,hip,240,600
438,knee,240,600
438,handle,299,805
439,head,271,16
439,shoulder,342,122
439,hip,240,601
439,knee,240,601
439,handle,300,805
440,head,271,16
440,shoulder,342,123
440,hip,240,601
440,knee,240,601
440,handle,301,805
441,head,271,16
441,shoulder,342,123
441,hip,240,601
441,knee,240,601
441,handle,302,805
442,head,271,17
442,shoulder,342,123
442,hip,241,601
442,knee,241,601
442,handle,303,805
443,head,271,17
443,shoulder,342,123
443,hip,238,602
443,knee,238,602
443,handle,304,804
444,head,271,17
444,shoulder,342,123
444,hip,236,603
444,knee,236,603
444,handle,305,803
445,head,271,17
445,shoulder,341,123
445,hip,233,604
445,knee,233,604
445,handle,305,802
446,head,271,17
446,shoulder,341,123
446,hip,230,604
446,knee,230,604
446,handle,305,801
447,head,271,18
447,shoulder,341,123
447,hip,227,605
447,knee,227,605
447,handle,305,800
448,head,271,18
448,shoulder,341,123
448,hip,230,604
448,knee,230,604
448,handle,304,802
449,head,271,18
449,shoulder,340,123
449,hip,233,604
449,knee,233,604
449,handle,304,804
450,head,271,18
450,shoulder,341,126
450,hip,236,603
450,knee,236,603
450,handle,305,806
451,head,271,18
451,shoulder,341,128
451,hip,239,602
451,knee,239,602
451,handle,305,808
452,head,271,19
452,shoulder,342,131
452,hip,242,602
452,knee,242,602
452,handle,305,811
453,head,271,19
453,shoulder,342,131
453,hip,244,603
453,knee,244,603
453,handle,305,811
454,head,270,18
454,shoulder,342,132
454,hip,242,605
454,knee,242,605
454,handle,305,811
455,head,270,18
455,shoulder,342,130
455,hip,238,608
455,knee,238,608
455,handle,305,812
456,head,270,18
456,shoulder,341,128
456,hip,234,613
456,knee,234,613
456,handle,304,812
457,head,270,18
457,shoulder,341,126
457,hip,230,617
457,knee,230,617
457,handle,304,813
458,head,270,18
458,shoulder,340,126
458,hip,226,619
458,knee,226,619
458,handle,304,811
459,head,270,18
459,shoulder,340,126
459,hip,227,619
459,knee,227,619
459,handle,304,808
460,head,269,18
460,shoulder,339,126
460,hip,233,616
460,knee,233,616
460,handle,304,806
461,head,269,18
461,shoulder,339,126
461,hip,243,611
461,knee,243,611
461,handle,304,804
462,head,269,18
462,shoulder,339,126
462,hip,253,607
462,knee,253,607
462,handle,304,802
463,head,268,18
463,shoulder,339,127
463,hip,260,603
463,knee,260,603
463,handle,305,804
464,head,268,18
464,shoulder,339,127
464,hip,265,601
464,knee,265,601
464,handle,305,807
465,head,268,18
465,shoulder,339,127
465,hip,265,600
465,knee,265,600
465,handle,305,809
466,head,268,18
466,shoulder,339,127
466,hip,263,600
466,knee,263,600
466,handle,306,811
467,head,268,19
467,shoulder,339,128
467,hip,260,600
467,knee,260,600
467,handle,306,813
468,head,268,19
468,shoulder,339,128
468,hip,259,602
468,knee,259,602
468,handle,306,811
469,head,267,18
469,shoulder,339,128
469,hip,258,603
469,knee,258,603
469,handle,306,809
470,head,267,18
470,shoulder,339,128
470,hip,258,605
470,knee,258,605
470,handle,306,807
471,head,267,18
471,shoulder,338,128
471,hip,258,607
471,knee,258,607
471,handle,306,805
472,head,266,18
472,shoulder,338,128
472,hip,257,609
472,knee,257,609
472,handle,305,804
473,head,266,18
473,shoulder,337,128
473,hip,260,607
473,knee,260,607
473,handle,305,805
474,head,266,18
474,shoulder,337,128
474,hip,262,605
474,knee,262,605
474,handle,304,807
475,head,266,18
475,shoulder,337,128
475,hip,264,603
475,knee,264,603
475,handle,303,808
476,head,266,18
476,shoulder,337,127
476,hip,267,601
476,knee,267,601
476,handle,302,809
477,head,266,19
477,shoulder,337,127
477,hip,269,599
477,knee,269,599
477,handle,303,810
478,head,266,19
478,shoulder,337,126
478,hip,271,599
478,knee,271,599
478,handle,302,808
479,head,266,19
479,shoulder,337,126
479,hip,273,599
479,knee,273,599
479,handle,302,806
480,head,266,19
480,shoulder,337,125
480,hip,275,599
480,knee,275,599
480,handle,301,805
481,head,266,19
481,shoulder,337,125
481,hip,277,599
481,knee,277,599
481,handle,300,803
482,head,266,19
482,shoulder,337,125
482,hip,279,599
482,knee,279,599
482,handle,299,802
483,head,266,19
483,shoulder,337,124
483,hip,279,598
483,knee,279,598
483,handle,301,798
484,head,266,19
484,shoulder,336,124
484,hip,279,598
484,knee,279,598
484,handle,302,794
485,head,266,19
485,shoulder,336,123
485,hip,279,598
485,knee,279,598
485,handle,304,790
486,head,265,18
486,shoulder,336,123
486,hip,278,597
486,knee,278,597
486,handle,306,787
487,head,265,17
487,shoulder,336,123
487,hip,278,597
487,knee,278,597
487,handle,308,783
488,head,265,16
488,shoulder,336,122
488,hip,278,597
488,knee,278,597
488,handle,304,785
489,head,265,16
489,shoulder,336,122
489,hip,278,596
489,knee,278,596
489,handle,301,788
490,head,265,15
490,shoulder,336,121
490,hip,278,596
490,knee,278,596
490,handle,297,790
491,head,265,16
491,shoulder,336,121
491,hip,278,595
491,knee,278,595
491,handle,293,792
492,head,264,17
492,shoulder,335,121
492,hip,278,595
492,knee,278,595
492,handle,289,794
493,head,264,17
493,shoulder,335,120
493,hip,278,594
493,knee,278,594
493,handle,289,796
494,head,264,17
494,shoulder,335,120
494,hip,279,594
494,knee,279,594
494,handle,288,798
495,head,264,17
495,shoulder,335,120
495,hip,279,593
495,knee,279,593
495,handle,288,800
496,head,263,17
496,shoulder,334,120
496,hip,280,593
496,knee,280,593
496,handle,288,802
497,head,263,17
497,shoulder,334,120
497,hip,280,593
497,knee,280,593
497,handle,287,804
498,head,263,17
498,shoulder,334,119
498,hip,279,592
498,knee,279,592
498,handle,288,801
499,head,263,17
499,shoulder,334,118
499,hip,279,592
499,knee,279,592
499,handle,288,798
500,head,262,17
500,shoulder,334,118
500,hip,278,592
500,knee,278,592
500,handle,289,795
501,head,262,17
501,shoulder,334,117
501,hip,277,592
501,knee,277,592
501,handle,289,792
502,head,262,17
502,shoulder,333,117
502,hip,276,592
502,knee,276,592
502,handle,290,790
503,head,262,17
503,shoulder,333,116
503,hip,277,591
503,knee,277,591
503,handle,292,790
504,head,262,17
504,shoulder,333,116
504,hip,278,591
504,knee,278,591
504,handle,293,791
505,head,262,17
505,shoulder,332,116
505,hip,279,591
505,knee,279,591
505,handle,295,792
506,head,262,17
506,shoulder,333,119
506,hip,281,591
506,knee,281,591
506,handle,296,793
507,head,262,18
507,shoulder,334,122
507,hip,281,591
507,knee,281,591
507,handle,297,794
508,head,262,17
508,shoulder,334,121
508,hip,284,592
508,knee,284,592
508,handle,297,790
509,head,262,17
509,shoulder,334,120
509,hip,283,594
509,knee,283,594
509,handle,296,786
510,head,262,17
510,shoulder,334,119
510,hip,278,597
510,knee,278,597
510,handle,295,782
511,head,261,16
511,shoulder,333,116
511,hip,269,601
511,knee,269,601
511,handle,295,778
512,head,261,16
512,shoulder,332,112
512,hip,261,604
512,knee,261,604
512,handle,295,774
513,head,261,16
513,shoulder,332,111
513,hip,250,604
513,knee,250,604
513,handle,296,776
514,head,261,16
514,shoulder,332,110
514,hip,243,601
514,knee,243,601
514,handle,298,777
515,head,260,15
515,shoulder,332,110
515,hip,243,598
515,knee,243,598
515,handle,300,779
516,head,260,15
516,shoulder,332,109
516,hip,249,592
516,knee,249,592
516,handle,304,781
517,head,259,15
517,shoulder,332,109
517,hip,257,587
517,knee,257,587
517,handle,307,783
518,head,259,15
518,shoulder,332,108
518,hip,266,585
518,knee,266,585
518,handle,309,780
519,head,259,15
519,shoulder,332,110
519,hip,272,583
519,knee,272,583
519,handle,312,777
520,head,258,15
520,shoulder,332,112
520,hip,276,583
520,knee,276,583
520,handle,315,774
521,head,258,16
521,shoulder,332,114
521,hip,278,583
521,knee,278,583
521,handle,317,771
522,head,258,16
522,shoulder,332,116
522,hip,278,583
522,knee,278,583
522,handle,319,769
523,head,257,16
523,shoulder,332,115
523,hip,278,582
523,knee,278,582
523,handle,318,771
524,head,257,16
524,shoulder,331,112
524,hip,277,581
524,knee,277,581
524,handle,316,774
525,head,256,15
525,shoulder,330,108
525,hip,277,581
525,knee,277,581
525,handle,315,776
526,head,256,15
526,shoulder,329,105
526,hip,276,580
526,knee,276,580
526,handle,313,779
527,head,255,15
527,shoulder,329,101
527,hip,276,579
527,knee,276,579
527,handle,311,781
528,head,255,15
528,shoulder,328,100
528,hip,274,577
528,knee,274,577
528,handle,309,776
529,head,255,15
529,shoulder,328,99
529,hip,273,576
529,knee,273,576
529,handle,307,771
530,head,255,15
530,shoulder,327,99
530,hip,272,575
530,knee,272,575
530,handle,305,766
531,head,255,16
531,shoulder,327,98
531,hip,271,574
531,knee,271,574
531,handle,304,761
532,head,255,17
532,shoulder,327,98
532,hip,270,574
532,knee,270,574
532,handle,302,756
533,head,255,17
533,shoulder,326,97
533,hip,270,573
533,knee,270,573
533,handle,300,758
534,head,254,17
534,shoulder,326,96
534,hip,269,573
534,knee,269,573
534,handle,299,761
535,head,254,17
535,shoulder,325,96
535,hip,269,572
535,knee,269,572
535,handle,298,763
536,head,254,17
536,shoulder,325,95
536,hip,268,572
536,knee,268,572
536,handle,297,766
537,head,254,17
537,shoulder,325,95
537,hip,268,572
537,knee,268,572
537,handle,296,769
538,head,253,17
538,shoulder,324,94
538,hip,268,571
538,knee,268,571
538,handle,295,771
539,head,253,17
539,shoulder,323,93
539,hip,268,571
539,knee,268,571
539,handle,295,774
540,head,252,17
540,shoulder,323,93
540,hip,268,571
540,knee,268,571
540,handle,295,776
541,head,251,17
541,shoulder,322,92
541,hip,268,571
541,knee,268,571
541,handle,295,779
542,head,251,17
542,shoulder,322,92
542,hip,269,571
542,knee,269,571
542,handle,296,782
543,head,250,17
543,shoulder,321,92
543,hip,269,571
543,knee,269,571
543,handle,296,780
544,head,250,17
544,shoulder,321,91
544,hip,270,571
544,knee,270,571
544,handle,296,779
545,head,249,17
545,shoulder,321,91
545,hip,270,571
545,knee,270,571
545,handle,296,777
546,head,249,17
546,shoulder,321,90
546,hip,270,571
546,knee,270,571
546,handle,295,776
547,head,249,17
547,shoulder,320,90
547,hip,271,570
547,knee,271,570
547,handle,294,774
548,head,249,17
548,shoulder,320,89
548,hip,270,570
548,knee,270,570
548,handle,294,776
549,head,249,17
549,shoulder,320,89
549,hip,270,570
549,knee,270,570
549,handle,292,777
550,head,249,17
550,shoulder,320,89
550,hip,270,569
550,knee,270,569
550,handle,292,778
551,head,249,17
551,shoulder,320,89
551,hip,269,569
551,knee,269,569
551,handle,291,780
552,head,249,18
552,shoulder,320,89
552,hip,269,569
552,knee,269,569
552,handle,291,781
553,head,249,18
553,shoulder,320,89
553,hip,269,569
553,knee,269,569
553,handle,291,781
554,head,249,18
554,shoulder,319,89
554,hip,270,569
554,knee,270,569
554,handle,291,781
555,head,248,18
555,shoulder,319,89
555,hip,270,570
555,knee,270,570
555,handle,291,781
556,head,248,18
556,shoulder,318,90
556,hip,271,571
556,knee,271,571
556,handle,291,781
557,head,248,18
557,shoulder,318,90
557,hip,271,571
557,knee,271,571
557,handle,291,782
558,head,247,18
558,shoulder,318,90
558,hip,271,572
558,knee,271,572
558,handle,291,781
559,head,247,17
559,shoulder,317,92
559,hip,272,572
559,knee,272,572
559,handle,293,780
560,head,247,17
560,shoulder,316,90
560,hip,272,572
560,knee,272,572
560,handle,294,778
561,head,247,17
561,shoulder,315,92
561,hip,272,572
561,knee,272,572
561,handle,296,777
562,head,247,17
562,shoulder,315,98
562,hip,273,572
562,knee,273,572
562,handle,297,776
563,head,247,17
563,shoulder,315,106
563,hip,269,573
563,knee,269,573
563,handle,298,778
564,head,246,17
564,shoulder,317,112
564,hip,261,575
564,knee,261,575
564,handle,297,779
565,head,246,17
565,shoulder,318,122
565,hip,249,578
565,knee,249,578
565,handle,296,781
566,head,245,17
566,shoulder,318,128
566,hip,236,583
566,knee,236,583
566,handle,294,783
567,head,245,17
567,shoulder,319,130
567,hip,222,588
567,knee,222,588
567,handle,293,785
568,head,244,17
568,shoulder,319,130
568,hip,214,593
568,knee,214,593
568,handle,293,784
569,head,243,17
569,shoulder,319,130
569,hip,211,595
569,knee,211,595
569,handle,293,783
570,head,243,17
570,shoulder,319,131
570,hip,215,595
570,knee,215,595
570,handle,294,782
571,head,243,17
571,shoulder,319,131
571,hip,223,592
571,knee,223,592
571,handle,295,781
572,head,243,18
572,shoulder,319,131
572,hip,236,588
572,knee,236,588
572,handle,295,779
573,head,243,18
573,shoulder,319,124
573,hip,249,583
573,knee,249,583
573,handle,295,776
574,head,243,18
574,shoulder,319,117
574,hip,262,581
574,knee,262,581
574,handle,295,773
575,head,243,18
575,shoulder,318,109
575,hip,273,579
575,knee,273,579
575,handle,294,769
576,head,243,18
576,shoulder,318,101
576,hip,280,579
576,knee,280,579
576,handle,294,766
577,head,243,19
577,shoulder,318,93
577,hip,283,579
577,knee,283,579
577,handle,293,762
578,head,243,19
578,shoulder,318,93
578,hip,285,581
578,knee,285,581
578,handle,293,765
579,head,243,19
579,shoulder,317,93
579,hip,286,582
579,knee,286,582
579,handle,293,768
580,head,243,19
580,shoulder,317,92
580,hip,288,584
580,knee,288,584
580,handle,293,771
581,head,242,19
581,shoulder,316,92
581,hip,290,585
581,knee,290,585
581,handle,291,774
582,head,242,19
582,shoulder,316,92
582,hip,291,586
582,knee,291,586
582,handle,290,776
583,head,242,19
583,shoulder,316,91
583,hip,290,586
583,knee,290,586
583,handle,289,775
584,head,242,19
584,shoulder,315,91
584,hip,290,586
584,knee,290,586
584,handle,289,774
585,head,242,19
585,shoulder,315,91
585,hip,289,585
585,knee,289,585
585,handle,288,772
586,head,242,19
586,shoulder,315,91
586,hip,289,585
586,knee,289,585
586,handle,288,771
587,head,242,19
587,shoulder,315,91
587,hip,289,585
587,knee,289,585
587,handle,288,770
588,head,242,19
588,shoulder,314,90
588,hip,288,584
588,knee,288,584
588,handle,288,772
589,head,241,18
589,shoulder,314,90
589,hip,288,584
589,knee,288,584
589,handle,288,774
590,head,241,18
590,shoulder,314,89
590,hip,287,583
590,knee,287,583
590,handle,287,777
591,head,241,18
591,shoulder,313,89
591,hip,287,583
591,knee,287,583
591,handle,287,779
592,head,240,18
592,shoulder,313,89
592,hip,287,583
592,knee,287,583
592,handle,286,781
593,head,239,17
593,shoulder,312,88
593,hip,286,582
593,knee,286,582
593,handle,285,781
594,head,239,17
594,shoulder,312,87
594,hip,286,581
594,knee,286,581
594,handle,283,780
595,head,238,17
595,shoulder,312,87
595,hip,285,581
595,knee,285,581
595,handle,282,780
596,head,238,17
596,shoulder,312,86
596,hip,285,580
596,knee,285,580
596,handle,281,779
597,head,238,18
597,shoulder,311,86
597,hip,285,580
597,knee,285,580
597,handle,281,779
598,head,238,18
598,shoulder,311,85
598,hip,284,580
598,knee,284,580
598,handle,280,777
599,head,237,18
599,shoulder,310,84
599,hip,284,581
599,knee,284,581
599,handle,280,775
600,head,237,18
600,shoulder,310,84
600,hip,284,581
600,knee,284,581
600,handle,279,773
601,head,237,18
601,shoulder,309,83
601,hip,283,582
601,knee,283,582
601,handle,277,771
602,head,237,18
602,shoulder,309,82
602,hip,283,582
602,knee,283,582
602,handle,276,769
603,head,236,18
603,shoulder,309,81
603,hip,283,581
603,knee,283,581
603,handle,275,769
604,head,236,17
604,shoulder,309,80
604,hip,283,579
604,knee,283,579
604,handle,274,768
605,head,236,17
605,shoulder,309,80
605,hip,283,578
605,knee,283,578
605,handle,274,768
606,head,235,16
606,shoulder,309,79
606,hip,282,576
